age,sexe,taux,situationFamiliale,nbEnfantsAcharge,deuxiemeVoiture,immatriculation
47,F,202,celibataire,0,FALSE,7931 DS 51
24,M,424,En Couple,3,FALSE,1815 AK 32
18,F,1195,Seule,3,FALSE,8867 GA 30
66,F,509,En Couple,0,TRUE,9704 FR 57
65,M,518,En Couple,2,FALSE,692 WV 23
28,M,788,En Couple,1,FALSE,578 ZG 67
58,M,1147,En Couple,1,TRUE,7240 ZN 39
23,M,868,En Couple,0,FALSE,4986 XC 96
34,M,564,En Couple,3,TRUE,4235 VY 36
37,M,572,celibataire,0,FALSE,1124 NC 83
40,M,213,Seule,2,FALSE,3101 CE 94
25,M,551,En Couple,2,FALSE,1513 FN 43
32,M,1224,En Couple,0,FALSE,3342 RU 25
27,M,152,En Couple,1,FALSE,2593 TW 74
83,M,813,En Couple,4,TRUE,3088 FR 36
70,M,212,En Couple,4,FALSE,105 HC 12
25,M,519,celibataire,0,FALSE,7177 PC 33
67,M,1050,En Couple,0,FALSE,8030 QF 54
52,F,527,Seule,3,FALSE,9965 BM 21
19,M,470,En Couple,2,FALSE,8544 QS 80
80,M,400,En Couple,0,FALSE,631 MK 47
37,M,1154,En Couple,4,FALSE,831 XE 25
50,M,423,celibataire,0,FALSE,6624 WG 74
75,F,579,En Couple,2,TRUE,9777 FK 84
67,M,717,Seule,1,FALSE,3894 IQ 86
39,M,1053,En Couple,0,FALSE,3993 RU 68
36,M,533,En Couple,3,FALSE,4695 XE 96
36,M,851,En Couple,4,FALSE,3745 PY 35
55,M,487,En Couple,0,FALSE,6962 PJ 19
44,M,906,celibataire,0,FALSE,3153 UC 59
27,F,1302,En Couple,0,FALSE,7356 YS 60
46,F,154,celibataire,0,FALSE,4804 AB 37
19,F,234,En Couple,2,FALSE,9256 VU 80
20,F,1038,En Couple,2,FALSE,170 WA 85
28,M,1084,En Couple,0,FALSE,5502 YL 34
66,M,779,En Couple,2,TRUE,5760 BY 22
25,M,447,En Couple,1,FALSE,2756 PF 52
29,F,447,celibataire,0,FALSE,73 FB 44
68,M,409,En Couple,4,FALSE,2055 SU 50
44,M,457,En Couple,4,FALSE,3384 OK 87
45,F,1101,En Couple,4,FALSE,9699 UL 40
38,M,420,En Couple,4,FALSE,2387 YP 23
47,F,1277,En Couple,1,FALSE,4598 PI 11
24,M,1192,celibataire,0,FALSE,8257 HZ 80
19,M,208,En Couple,0,TRUE,6961 RR 76
26,M,550,En Couple,2,TRUE,4572 UG 96
58,M,470,En Couple,2,FALSE,4822 RL 43
37,M,537,celibataire,0,FALSE,7392 FR 93
40,F,914,Seule,1,FALSE,6218 ME 72
50,M,428,celibataire,0,FALSE,7465 SY 55
65,F,445,En Couple,0,FALSE,5588 FM 25
18,M,481,En Couple,1,FALSE,6056 HE 57
76,M,245,celibataire,0,FALSE,6796 RG 39
73,M,422,En Couple,4,TRUE,2271 WF 67
56,M,507,celibataire,0,FALSE,9964 YN 30
25,M,457,En Couple,2,FALSE,5567 GM 31
44,M,730,En Couple,2,FALSE,914 ZC 26
59,F,1013,En Couple,4,FALSE,7297 GM 80
26,M,547,Seule,2,FALSE,8108 AV 63
53,M,163,En Couple,0,FALSE,4346 LV 33
56,M,164,Seule,1,FALSE,2089 TQ 92
70,M,1291,celibataire,0,FALSE,9332 OJ 18
80,M,415,En Couple,2,FALSE,1150 EO 86
54,M,1078,En Couple,4,FALSE,7051 CU 15
34,M,429,Seule,2,FALSE,9038 BL 90
20,M,1199,En Couple,2,FALSE,6029 WL 28
41,M,499,celibataire,0,FALSE,4241 YH 82
59,M,1160,En Couple,0,FALSE,6585 CQ 82
35,M,560,celibataire,0,FALSE,1309 BP 77
72,F,1096,En Couple,3,FALSE,7088 MR 90
21,F,883,En Couple,0,FALSE,6895 OA 51
65,M,492,En Couple,2,FALSE,3575 XT 27
21,M,786,Seule,3,FALSE,2707 DA 74
26,M,516,En Couple,4,TRUE,9474 XK 36
39,F,487,En Couple,3,FALSE,4887 DE 22
22,M,545,celibataire,0,FALSE,2794 FS 51
81,F,558,celibataire,0,FALSE,4892 UB 14
67,M,450,En Couple,2,TRUE,872 MB 91
58,M,186,En Couple,0,FALSE,7860 LN 76
50,M,176, ,1,FALSE,2951 KB 27
36,M,532,En Couple,3,FALSE,8356 FY 34
45,M,596,En Couple,1,TRUE,453 QY 32
35,F,475,En Couple,3,TRUE,739 UD 73
32,M,461,celibataire,0,FALSE,7345 ET 64
25,M,585,En Couple,2,FALSE,2153 NS 25
20,M,406,En Couple,0,FALSE,9086 NG 98
26,F,595,En Couple,4,FALSE,3185 EQ 73
45,F,575,celibataire,0,FALSE,6623 UY 79
46,F,709,En Couple,0,FALSE,454 QT 27
26,F,474,En Couple,2,FALSE,6360 DT 35
19,M,937,En Couple,3,FALSE,377 WI 39
53,F,551,celibataire,0,FALSE,2675 DD 68
66,M,512,En Couple,3,FALSE,9145 KP 83
21,M,159,celibataire,0,FALSE,7432 QF 94
51,F,172,En Couple,3,FALSE,5929 KJ 44
37,M,485,En Couple,3,FALSE,8642 XZ 56
41,M,1301,celibataire,0,FALSE,8829 GP 51
31,M,535,En Couple,0,FALSE,3489 HM 85
30,F,577,celibataire,0,FALSE,9324 LP 12
25,F,172,En Couple,3,FALSE,1554 KA 77
22,M,1015,En Couple,1,FALSE,8207 DE 88
43,F,469,celibataire,0,FALSE,3368 PF 60
68,M,455,celibataire,0,FALSE,3904 JA 56
45,M,161,celibataire,0,FALSE,7638 JH 78
21,F,194,En Couple,2,FALSE,8732 BR 92
33,F,1285,En Couple,1,FALSE,9106 HW 70
40,M,1002,celibataire,0,FALSE,1761 FB 22
43,M,228,En Couple,4,FALSE,2580 XH 11
39,M,1360,Seule,3,FALSE,7520 UA 68
69,F,426,En Couple,2,TRUE,324 LG 79
78,F,700,celibataire,0,FALSE,7723 IY 71
33,M,1329,En Couple,3,FALSE,2094 LR 95
58,M,485,En Couple,0,TRUE,2631 MQ 28
30,M,520,En Couple,4,FALSE,289 NC 42
29,M,1005,celibataire,0,FALSE,6843 HO 58
23,M,188,celibataire,0,FALSE,571 OZ 38
33,M,562,En Couple,1,FALSE,7071 YB 79
20,M,506,En Couple,1,TRUE,3902 WA 78
24,M,477,En Couple,4,FALSE,717 RR 56
57,M,449,En Couple,4,FALSE,3214 AJ 60
51,M,454,En Couple,1,FALSE,4739 MI 77
53,M,510,En Couple,2,TRUE,2273 HG 38
28,M,593,En Couple,2,FALSE,4847 EO 14
28,M,1025,En Couple,2,FALSE,2893 AV 23
56,M,597,celibataire,0,FALSE,849 KR 87
39,M,198,celibataire,0,FALSE,540 YQ 19
83,M,153,celibataire,0,FALSE,2427 KM 10
51,M,201,En Couple,1,FALSE,5562 YE 85
25,M,222,En Couple,2,FALSE,3748 NV 59
65,M,215,En Couple,3,FALSE,8149 MG 30
45,F,809,En Couple,2,FALSE,5216 JA 65
19,F,556,Seule,1,FALSE,7980 OF 95
71,F,225,En Couple,2,FALSE,857 ON 80
28,M,846,En Couple,1,FALSE,7345 ZO 86
28,M,555,celibataire,0,FALSE,6537 OD 83
19,M,1306,celibataire,0,FALSE,3526 AT 75
21,M,472,En Couple,0,FALSE,3581 HP 57
58,M,958,En Couple,4,TRUE,4435 JE 26
55,M,1397,celibataire,0,FALSE,915 NS 96
44,M,456,En Couple,1,FALSE,9790 KU 85
44,M,223,En Couple,4,FALSE,9372 FD 12
80,M,196,celibataire,0,FALSE,8848 PO 19
41,F,1223,En Couple,3,TRUE,7098 IU 74
19,F,189,En Couple,0,TRUE,1910 XA 63
46,M,205,En Couple,0,FALSE,7890 JM 56
24,M,426,En Couple,0,FALSE,5278 WT 80
35,F,234,En Couple,2,FALSE,907 VO 34
48,M,889,En Couple,3,TRUE,8101 CR 32
35,M,1283,En Couple,4,TRUE,3709 FV 68
72,M,495,En Couple,3,TRUE,9535 EK 73
70,M,177,celibataire,0,FALSE,963 CG 12
27,M,1039,En Couple,2,FALSE,4111 LS 35
77,M,207,celibataire,0,FALSE,809 LY 51
43,M,497,celibataire,0,FALSE,649 QV 91
26,M,545,En Couple,2,FALSE,1773 DV 37
48,M,525,celibataire,0,FALSE,3799 PU 73
18,M,588,En Couple,3,FALSE,3009 IF 40
36,M,820,En Couple,0,FALSE,9633 GA 67
51,M,157,celibataire,0,FALSE,3911 IO 82
38,F,211,En Couple,1,TRUE,7251 OY 83
55,M,598,En Couple,1,FALSE,4963 SX 73
67,M,543,celibataire,0,FALSE,5066 CS 46
44,F,543,celibataire,0,FALSE,973 EL 85
29,F,242,celibataire,0,FALSE,950 MS 93
78,F,489,En Couple,3,FALSE,3884 BB 55
24,F,570,celibataire,0,FALSE,2090 LO 59
60,M,796,En Couple,1,FALSE,8523 HR 36
22,M,1006,En Couple,0,FALSE,3959 PQ 56
70,F,414,En Couple,2,FALSE,2230 CY 55
22,F,234,En Couple,3,FALSE,3940 MJ 86
66,M,462,En Couple,4,FALSE,5726 GG 79
51,F,425,celibataire,0,FALSE,216 GE 16
26,M,475,celibataire,0,FALSE,8896 OY 34
41,M,213,En Couple,2,FALSE,1053 PA 60
25,F,595,celibataire,0,FALSE,7506 RM 94
45,M,893,celibataire,0,FALSE,3679 JV 16
44,F,158,En Couple,1,FALSE,2566 NR 18
25,M,480,En Couple,4,FALSE,7627 UX 23
79,M,245,En Couple,1,FALSE,2596 ZM 40
81,M,439,celibataire,0,FALSE,8112 BS 46
40,M,928,En Couple,2,TRUE,7684 ST 58
47,M,1309,celibataire,0,FALSE,8832 JW 23
31,M,580,En Couple,3,TRUE,8769 HK 23
41,M,1003,celibataire,0,FALSE,1823 AO 36
25,M,202,En Couple,2,FALSE,6518 KR 77
35,M,594,En Couple,4,FALSE,9587 VX 13
24,M,1003,celibataire,0,FALSE,7156 RA 64
21,M,428,En Couple,0,FALSE,2194 VJ 74
71,M,561,En Couple,1,TRUE,3482 HM 86
20,M,404,En Couple,2,FALSE,8822 JU 26
82,M,1000,celibataire,0,FALSE,3243 ZM 96
80,M,551,En Couple,2,FALSE,1852 NZ 81
21,M,438,En Couple,-1,FALSE,9467 LC 51
29,F,748,En Couple,2,FALSE,3999 IE 96
55,F,576,En Couple,2,FALSE,9074 LK 35
19,M,763,celibataire,0,FALSE,6689 DW 60
30,F,1345,celibataire,0,FALSE,9719 RL 92
28,M,236,En Couple,1,FALSE,7859 OY 86
43,M,1317,celibataire,0,FALSE,8101 HO 51
23,M,1247,celibataire,0,FALSE,3432 WR 26
51,M,547,celibataire,0,FALSE,2249 NC 55
43,F,527,En Couple,1,FALSE,8437 ZG 34
50,M, ,celibataire,0,FALSE,7969 AA 26
28,M,462,En Couple,2,FALSE,6627 YC 93
77,M,497,En Couple,4,FALSE,5534 RI 25
25,M,211,celibataire,0,FALSE,5483 RW 52
49,F,833,En Couple,3,FALSE,4482 EI 29
34,M,221,celibataire,0,FALSE,7304 SR 16
51,M,777,En Couple,0,TRUE,8098 JT 45
59,F,597,En Couple,0,FALSE,7752 RH 20
23,F,874,celibataire,0,FALSE,5765 WL 96
20,M,589,En Couple,1,FALSE,8891 IL 67
23,M,416,En Couple,1,FALSE,8659 QH 45
24,M,1362,En Couple,0,FALSE,4386 AG 93
46,M,571,En Couple,3,FALSE,3447 CR 64
18,F,541,En Couple,4,TRUE,3264 CG 38
51,F,588,Seule,1,FALSE,4093 DF 82
30,M,150,celibataire,0,FALSE,6668 YI 57
57,F,178,En Couple,0,FALSE,7107 MR 47
82,M,574,En Couple,0,FALSE,5421 EZ 86
52,M,1355,En Couple,0,FALSE,6411 OR 80
46,F,498,celibataire,0,FALSE,6012 JS 31
71,F,1079,En Couple,2,FALSE,6311 AA 29
59,M,1139,En Couple,0,FALSE,2277 MY 38
68,M,703,celibataire,0,FALSE,3500 JY 38
56,M,1014,En Couple,4,TRUE,69 BA 65
18,M,195,celibataire,0,FALSE,7903 MZ 88
84,M,402,celibataire,0,FALSE,4157 SW 54
58,F,798,En Couple,1,TRUE,2970 PK 12
68,M,233,En Couple,3,FALSE,2749 LE 57
53,M,1304,celibataire,0,FALSE,1447 QT 42
76,M,973,En Couple,4,FALSE,1705 ON 38
52,M,1321,celibataire,0,FALSE,9923 PC 64
65,M,-1,En Couple,2,FALSE,3623 JS 50
28,F,584,En Couple,2,FALSE,9356 CV 34
56,F,176,celibataire,0,FALSE,4959 CT 22
53,M,1223,En Couple,2,FALSE,4899 EI 25
32,M,515,En Couple,0,TRUE,1625 TH 21
74,M,459,En Couple,3,FALSE,7355 ED 52
84,M,1064,En Couple,4,FALSE,3730 DL 94
54,F,210,En Couple,2,FALSE,6823 YO 36
39,F,205,En Couple,1,FALSE,5878 SF 86
76,M,1113,En Couple,0,FALSE,127 RP 15
66,M,493,celibataire,0,FALSE,5031 WG 78
46,M,1366,celibataire,0,FALSE,9307 NY 94
46,F,459,En Couple,4,FALSE,4724 PR 37
53,M,566,En Couple,2,TRUE,9366 WJ 27
42,F,168,celibataire,0,FALSE,5938 SR 17
28,M,585,En Couple,3,FALSE,6124 ZL 69
26,M,157,Seule,3,FALSE,2455 FB 11
77,F,512,celibataire,0,FALSE,5739 LB 95
25,M,437,celibataire,0,FALSE,8377 UL 74
80,M,474,celibataire,0,FALSE,5653 FI 45
19,M,470,celibataire,0,FALSE,8146 AG 46
65,M,516,En Couple,1,FALSE,9916 AW 17
43,F,411,En Couple,1,FALSE,3343 XV 33
22,M,575,En Couple,2,FALSE,2325 KT 36
19,F,567,celibataire,0,FALSE,1708 WR 23
49,M,998,En Couple,1,FALSE,9765 BR 93
24,F,443,celibataire,0,FALSE,6649 CP 15
29,M,522,celibataire,0,FALSE,2902 SX 97
36,F,188,En Couple,4,FALSE,6999 LZ 39
39,M,847,Seule,3,FALSE,9746 DW 27
33,M,1089,celibataire,0,FALSE,2571 XH 52
27,M,509,Seule,3,FALSE,982 HQ 42
27,F,229,En Couple,0,FALSE,7082 RM 54
51,M,746,En Couple,1,FALSE,9552 PY 88
73,M,409,En Couple,2,FALSE,7675 VN 38
23,M,492,En Couple,2,FALSE,5857 ON 51
30,M,1165,En Couple,3,FALSE,9752 CV 26
26,M,201,En Couple,2,TRUE,2668 YP 13
42,M,544,Seule,3,FALSE,6540 KC 64
36,M,800,celibataire,0,FALSE,7284 OV 82
35,F,497,En Couple,3,FALSE,9045 BS 92
19,M,1341,celibataire,0,FALSE,9137 LM 39
22,M,923,En Couple,3,TRUE,9843 ME 75
56,M,1310,En Couple,3,FALSE,3195 CW 96
28,M,490,En Couple,4,FALSE,4023 TS 38
29,M,797,En Couple,0,FALSE,8557 GD 15
35,F,476,celibataire,0,FALSE,356 VH 94
20,M,190,En Couple,2,FALSE,1827 MR 28
56,M,237,En Couple,0,FALSE,1953 FU 10
42,M,1043,celibataire,0,FALSE,9532 JY 71
46,M,193,celibataire,0,FALSE,8757 UT 83
18,M,440,celibataire,0,FALSE,1848 BQ 52
58,M,473,En Couple,4,FALSE,9161 DT 52
33,F,160,En Couple,1,FALSE,4378 QP 77
41,M,531,En Couple,0,FALSE,1481 TR 33
23,M,153,En Couple,0,FALSE,9062 OC 97
56,M,1052,Seule,1,FALSE,2259 NB 11
20,M,487, ,3,TRUE,2420 ZM 90
49,M,481,En Couple,0,FALSE,9749 RS 25
35,M,577,celibataire,0,FALSE,4155 JZ 18
23,M,963,En Couple,3,TRUE,4594 XT 88
58,M,593,En Couple,4,FALSE,5318 EN 50
23,M,235,En Couple,0,FALSE,3694 IZ 15
32,F,1201,En Couple,0,FALSE,8482 AD 36
18,M,781,En Couple,0,FALSE,3533 GJ 77
18,M,1091,Seule,1,FALSE,413 SY 21
30,F,222,En Couple,0,FALSE,9015 LH 24
27,M,1391,celibataire,0,FALSE,3944 MM 30
49,F,206,En Couple,4,FALSE,2391 TF 63
18,M,494,En Couple,2,FALSE,310 OD 60
45,F,182,En Couple,0,FALSE,854 YX 23
20,M,496,En Couple,3,FALSE,6714 GB 43
48,M,567,En Couple,4,FALSE,8244 BN 65
37,M,535,En Couple,4,FALSE,716 JX 73
50,M,912,celibataire,0,FALSE,8847 PD 77
26,F,467,En Couple,3,TRUE,4564 RM 35
56,M,549,celibataire,0,FALSE,5594 CQ 27
75,F,190,En Couple,3,FALSE,4013 LS 77
32,M,478,celibataire,0,FALSE,7175 GI 59
18,M,1074,celibataire,0,FALSE,7635 VN 71
19,F,452,En Couple,3,TRUE,6349 CS 82
84,M,219,En Couple,4,FALSE,2517 PB 67
57,M,238,En Couple,2,TRUE,2306 AL 87
76,M,1181,En Couple,1,FALSE,8547 UH 56
68,F,453,En Couple,1,FALSE,7936 XA 64
64,F,243,En Couple,1,FALSE,6832 BG 81
76,M,888,En Couple,2,FALSE,6340 VW 85
25,M,428,En Couple,4,FALSE,1760 MH 10
20,M,955,celibataire,0,FALSE,2522 WC 57
39,M,1099,celibataire,0,FALSE,6155 WI 45
41,F,539,En Couple,3,TRUE,9282 OU 96
70,F,845,En Couple,1,TRUE,8280 WD 89
23,M,877,En Couple,1,TRUE,5806 KB 17
75,F,1126,En Couple,1,FALSE,450 MF 85
18,M,537,En Couple,0,FALSE,7265 VE 72
26,F,1159,celibataire,0,FALSE,4470 JJ 73
59,F,578,En Couple,3,FALSE,9136 DA 49
84,M,710,En Couple,0,FALSE,4946 RE 48
18,M,1273,En Couple,2,TRUE,6596 XT 12
56,M,1297,En Couple,2,TRUE,3847 VM 45
21,M,247,celibataire,0,FALSE,9702 LM 79
41,M,454,En Couple,0,FALSE,9640 FZ 45
30,M,420,En Couple,0,TRUE,7633 DJ 75
48,M,412,celibataire,0,FALSE,5272 WP 91
43,M,452,En Couple,3,TRUE,6244 ZF 94
59,F,994,En Couple,2,TRUE,9727 XE 81
24,M,1317,Seule,2,FALSE,3133 MS 75
84,M,1354,En Couple,3,FALSE,9045 BA 13
18,M,535,Seule,3,FALSE,654 TZ 80
65,M,571,En Couple,3,FALSE,4997 QZ 30
20,M,1324,En Couple,2,TRUE,5962 AZ 33
26,F,403,En Couple,4,FALSE,1563 VI 77
22,F,484,En Couple,3,FALSE,8120 YJ 52
81,F,998,celibataire,0,FALSE,7942 TO 45
27,M,186,celibataire,0,FALSE,9823 UA 52
42,M,584,En Couple,1,FALSE,1046 VS 63
34,M,470,En Couple,3,FALSE,2600 TY 96
25,M,176,celibataire,0,FALSE,6542 LK 25
72,F,556,En Couple,2,FALSE,2383 QZ 38
55,F,581,celibataire,0,FALSE,9523 LW 85
41,M,749,En Couple,0,FALSE,9522 UD 79
37,F,486,En Couple,0,FALSE,9914 MK 32
28,F,1002,En Couple,3,FALSE,9263 ZI 49
33,M,151,En Couple,1,FALSE,813 LU 42
33,M,455,celibataire,0,FALSE,9610 BL 98
32,M,168,celibataire,0,FALSE,1767 KJ 26
52,F,417,En Couple,0,FALSE,4308 HI 26
36,F,534,En Couple,1,FALSE,579 PD 70
31,F,523,celibataire,0,FALSE,388 HI 61
20,F,1140,En Couple,1,FALSE,7904 DD 57
56,M,555,celibataire,0,FALSE,5714 WW 67
70,F,1268,celibataire,0,FALSE,1887 SX 71
80,M,826,En Couple,3,FALSE,3654 ZV 72
64,M,587,En Couple,1,FALSE,6563 RE 56
64,M,879,En Couple,0,FALSE,7981 IZ 13
31,M,487,En Couple,4,FALSE,5951 HM 79
65,M,864,En Couple,3,FALSE,2020 OC 71
66,F,1211,En Couple,0,FALSE,1403 JT 88
83,M,531,En Couple,0,FALSE,7306 IP 65
36,M,558,En Couple,4,TRUE,9791 BV 76
58,F,592,celibataire,0,FALSE,5458 GB 47
29,M,214,celibataire,0,FALSE,9526 UB 61
18,M,556,En Couple,0,FALSE,5982 MU 98
36,F,239,En Couple,0,FALSE,5692 HL 97
18,F,498,En Couple,1,FALSE,3588 QA 90
25,F,405,En Couple,3,FALSE,5216 JW 85
22,M,176,celibataire,0,FALSE,5117 PA 17
68,M,1190,En Couple,1,FALSE,7106 JU 35
25,F,434,En Couple,0,FALSE,5776 VC 66
31,M,541,En Couple,1,FALSE,2789 BE 57
49,M,233,En Couple,1,TRUE,7787 DU 94
41,M,915,celibataire,0,FALSE,5934 OM 20
32,F,1315,En Couple,2,FALSE,9994 VV 51
78,M,504,En Couple,0,FALSE,7426 AU 53
43,F,766,celibataire,0,FALSE,7149 DN 20
57,M,430,En Couple,3,FALSE,8347 HZ 73
37,F,450,En Couple,1,FALSE,3526 NM 98
31,M,445,celibataire,0,FALSE,9060 XM 56
58,M,535,En Couple,2,FALSE,3576 GO 82
69,M,1356,En Couple,2,FALSE,4280 PU 18
28,M,913,celibataire,0,FALSE,3833 PC 84
29,F,153,En Couple,0,FALSE,150 AG 57
34,F,457,celibataire,0,FALSE,7296 XB 52
29,M,169,celibataire,0,FALSE,6735 WS 88
49,M,1090,En Couple,1,FALSE,6103 CY 37
19,M,1336,En Couple,3,TRUE,2358 PQ 20
41,F,1099,En Couple,2,TRUE,2041 YA 21
59,M,1031,celibataire,0,FALSE,7870 IT 66
31,M,447,En Couple,4,TRUE,4117 GI 22
21,M,764,En Couple,3,TRUE,1119 CT 31
22,M,448,celibataire,0,FALSE,2040 WJ 20
67,M,1294,celibataire,0,FALSE,5362 EF 13
57,M,434,En Couple,0,TRUE,7366 WN 83
74,F,570,En Couple,0,FALSE,3199 YL 65
42,F,168,celibataire,0,FALSE,4962 JN 69
-1,M,1089,En Couple,2,FALSE,2293 XD 22
40,M,229,En Couple,0,FALSE,865 CJ 75
23,M,402,En Couple,3,FALSE,5218 IT 36
23,M,1060,En Couple,2,FALSE,7547 IT 36
29,M,522,celibataire,0,FALSE,9430 LK 11
37,M,479,En Couple,0,FALSE,2537 UV 97
22,M,415,En Couple,1,FALSE,2885 JL 96
36,M,166,En Couple,4,TRUE,6855 DO 37
53,M,406,En Couple,0,FALSE,7889 QV 36
65,M,234,En Couple,2,FALSE,4691 FD 83
29,F,249,celibataire,0,FALSE,627 EC 22
30,M,552,En Couple,2,TRUE,7196 RU 49
70,F,464,celibataire,0,FALSE,66 FT 73
53,M,240,celibataire,0,FALSE,7923 FZ 94
47,F,1224,celibataire,0,FALSE,1417 FA 17
53,M,1057,celibataire,0,FALSE,9501 NX 86
45,M,445,celibataire,0,FALSE,2181 GP 24
30,M,570,celibataire,0,FALSE,9550 CH 54
50,M,421,En Couple,1,FALSE,1141 DC 45
46,F,469,celibataire,0,FALSE,9502 QB 22
44,M,400,En Couple,0,TRUE,1896 WH 19
52,F,459,En Couple,4,FALSE,3912 IS 94
51,F,467,En Couple,2,TRUE,7105 SE 84
44,M,469,celibataire,0,FALSE,2358 UN 19
76,F,476,En Couple,2,FALSE,646 IF 19
66,F,773,En Couple,2,FALSE,8598 WY 70
60,F,1337,celibataire,0,FALSE,9580 QR 23
55,M,199,En Couple,2,TRUE,7431 QQ 77
25,F,810,Seule,1,FALSE,5980 IR 50
59,F,543,celibataire,0,FALSE,4684 TY 77
75,M,419,En Couple,2,FALSE,2625 NP 47
69,M,531,celibataire,0,FALSE,2583 CN 19
52,F,499,En Couple,0,FALSE,8199 SZ 28
32,M,1306,En Couple,0,FALSE,7806 JV 11
42,M,457,celibataire,0,FALSE,2781 ZC 44
21,M,527,En Couple,4,FALSE,2682 SM 81
54,M,586,celibataire,0,FALSE,2739 ZV 12
49,F,568,celibataire,0,FALSE,4707 GM 16
59,M,192,En Couple,3,FALSE,4652 KO 40
21,M,830,celibataire,0,FALSE,7156 IQ 98
32,M,509,Seule,1,FALSE,6317 YU 78
31,M,446,celibataire,0,FALSE,9036 RF 82
25,M,490,celibataire,0,FALSE,9436 UX 54
57,F,1034,En Couple,2,FALSE,299 KK 48
37,M,176,En Couple,3,FALSE,8465 CZ 65
50,M,474,En Couple,2,FALSE,6672 IR 82
50,F,447,En Couple,2,FALSE,4295 BK 84
77,F,410,celibataire,0,FALSE,5553 WE 89
65,F,1225,En Couple,3,TRUE,1691 HI 72
50,M,815,En Couple,0,FALSE,3571 BY 81
53,F,164,En Couple,2,FALSE,9644 UG 74
32,M,494,En Couple,4,FALSE,9325 CK 34
58,M,158,celibataire,0,FALSE,2777 VN 17
49,F,545,celibataire,0,FALSE,6089 TP 52
19,M,546,celibataire,0,FALSE,9462 BR 18
45,M,585,celibataire,0,FALSE,67 DL 31
71,F,827,En Couple,4,FALSE,518 VV 90
29,M,470,En Couple,0,FALSE,647 EW 28
52,M,201,En Couple,4,FALSE,8129 JO 47
55,M,192,En Couple,3,FALSE,5542 IR 87
34,M,456,En Couple,4,TRUE,6832 IT 30
34,M,712,En Couple,3,FALSE,9073 WF 26
59,F,233,En Couple,1,FALSE,9787 CR 77
26,F,746,En Couple,2,FALSE,188 UB 68
36,F,165,En Couple,2,FALSE,2690 AE 69
33,M,174,En Couple,2,FALSE,9964 FM 63
52,M,531,En Couple,3,FALSE,1873 LL 92
39,M,526,celibataire,0,FALSE,9305 CQ 39
73,M,752,En Couple,0,FALSE,5305 IM 74
66,M,533,En Couple,2,FALSE,6108 YE 87
78,M,180,En Couple,1,FALSE,1613 PU 96
58,M,227,celibataire,0,FALSE,5586 HB 50
79,M,1066,celibataire,0,FALSE,1362 OP 86
60,F,215,En Couple,1,FALSE,4726 AB 72
26,F,1224,celibataire,0,FALSE,4237 FH 43
40,M,1103,celibataire,0,FALSE,3706 YK 14
58,F,439,En Couple,2,FALSE,5480 QI 35
33,M,424,En Couple,0,FALSE,6046 HQ 17
50,F,164,En Couple,2,TRUE,5646 ZE 57
59,M,558,En Couple,1,FALSE,4087 MB 32
55,M,160,En Couple,4,TRUE,8906 RA 26
54,M,895,En Couple,0,FALSE,7721 FI 88
76,F,531,En Couple,3,TRUE,1627 OT 14
35,M,980,En Couple,3,TRUE,3245 JN 96
27,F,929,En Couple,4,FALSE,4579 CT 46
56,F,447,En Couple,1,FALSE,6203 AG 92
59,M,593,celibataire,0,FALSE,6434 YO 13
18,M,205,En Couple,3,FALSE,1904 AR 23
55,M,499,En Couple,4,TRUE,1071 BE 59
51,M,984,En Couple,4,FALSE,2521 ZW 80
18,F,917,En Couple,4,FALSE,5695 UV 67
34,M,413,En Couple,4,FALSE,3766 PF 48
45,M,236,celibataire,0,FALSE,6075 SG 76
70,F,502,En Couple,3,FALSE,9992 LF 89
20,F,533,celibataire,0,FALSE,8990 AU 26
40,M,169,celibataire,0,FALSE,3330 OI 84
34,F,512,Seule,2,FALSE,8212 QL 33
24,F,536,En Couple,1,FALSE,2186 LB 36
82,F,581,En Couple,2,TRUE,3612 DN 25
24,M,531,En Couple,0,FALSE,2905 TK 94
36,F,213,celibataire,0,FALSE,6967 WB 19
23,M,233,celibataire,0,FALSE,9575 NA 13
77,F,222,celibataire,0,FALSE,7350 BW 74
84,F,732,En Couple,0,FALSE,4559 AB 27
29,M,792,En Couple,0,FALSE,3103 OL 21
46,F,560,celibataire,0,FALSE,4977 BQ 11
19,F,597,En Couple,2,FALSE,2951 BI 24
25,M,407,celibataire,0,FALSE,9914 MH 44
38,M,940,celibataire,0,FALSE,2264 DJ 89
33,M,973,En Couple,1,FALSE,5373 OB 45
56,M,1006,En Couple,1,FALSE,2045 OB 92
27,M,555,celibataire,0,FALSE,3341 HF 67
56,M,189,En Couple,4,TRUE,7569 TF 70
29,F,206,celibataire,0,FALSE,272 BY 88
19,F,815,celibataire,0,FALSE,8276 RG 39
20,M,1316,celibataire,0,FALSE,2477 GE 71
78,M,214,celibataire,0,FALSE,7605 CA 40
61,M,704,celibataire,0,FALSE,5870 TY 70
29,F,586,En Couple,2,FALSE,5864 JT 21
55,M,1044,En Couple,1,FALSE,8158 ZU 27
78,F,1255,En Couple,2,FALSE,176 XF 47
20,M,894,En Couple,2,TRUE,1500 IV 16
30,M,459,celibataire,0,FALSE,4101 MR 55
23,F,567,En Couple,4,TRUE,1014 PR 54
82,M,171,En Couple,0,FALSE,7328 JA 24
